dialogueNumber,time,text,emotion_tone_sadness,emotion_tone_joy,emotion_tone_fear,emotion_tone_anger,emotion_tone_disgust,social_tone_openness_big5,social_tone_conscientiousness_big5,social_tone_agreeableness_big5,social_tone_extraversion_big5,social_tone_emotional_range_big5,language_tone_analytical,language_tone_tentative,language_tone_confident
127,"00:09:44,523 --> 00:09:46,618
","But once you know what you like, well

",0.200874,0.608865,0.105545,0.105337,0.037516,0.374478,0.747431,0.844533,0.339675,0.804476,0.0,0.88939,0.0
128,"00:09:46,643 --> 00:09:50,256
","There you are

",0.28669,0.404501,0.183969,0.067602,0.095752,0.623662,0.311289,0.619541,0.591244,0.464705,0.0,0.0,0.0
129,"00:09:51,293 --> 00:09:53,626
","You are your father's daughter

",0.226577,0.366366,0.269005,0.03844,0.153567,0.439883,0.306204,0.637504,0.662742,0.609618,0.0,0.0,0.0
130,"00:09:53,745 --> 00:09:55,483
","Stubbornness and pride

",0.185722,0.618339,0.130697,0.06855,0.067873,0.55972,0.248594,0.587254,0.619013,0.199056,0.0,0.0,0.0
131,"00:09:55,483 --> 00:09:57,483
","Mind what he says but remember

",0.471961,0.345266,0.131737,0.052843,0.0616,0.265963,0.353855,0.621683,0.246011,0.433945,0.842108,0.0,0.0
132,"00:09:57,570 --> 00:09:59,539
","You may hear a voice inside

",0.114433,0.496025,0.357521,0.015845,0.105592,0.299939,0.249376,0.892689,0.558134,0.170711,0.0,0.946222,0.0
133,"00:09:59,578 --> 00:10:01,943
","And if the voice starts to whisper

",0.526348,0.193241,0.146472,0.091678,0.163376,0.271666,0.282276,0.558719,0.619159,0.47398,0.801827,0.0,0.0
134,"00:10:01,975 --> 00:10:04,237
","To follow the farthest star

",0.32211,0.579647,0.043221,0.06325,0.028951,0.387902,0.334746,0.600775,0.445997,0.473707,0.687768,0.0,0.0
135,"00:10:04,237 --> 00:10:06,157
","Moana, that voice inside is

",0.357291,0.246755,0.25421,0.081955,0.140608,0.749011,0.127772,0.578708,0.564924,0.044826,0.0,0.0,0.0
136,"00:10:06,182 --> 00:10:10,087
","Who you are

",0.133684,0.596612,0.136303,0.074424,0.139222,0.490549,0.29255,0.601296,0.563102,0.38568,0.0,0.0,0.0
137,"00:10:11,769 --> 00:10:14,523
","Dad!
I was only looking on the boat...

",0.526626,0.279828,0.162277,0.053419,0.046073,0.179031,0.030917,0.291228,0.66506,0.703093,0.694442,0.0,0.0
138,"00:10:14,547 --> 00:10:16,379
","...I wasn't get on 'em.

",0.628652,0.017186,0.067556,0.326649,0.05076,0.054595,0.258296,0.491554,0.435829,0.446178,0.0,0.0,0.0
139,"00:10:20,230 --> 00:10:23,057
","Come on! There's something
i need to show you.

",0.216273,0.181121,0.318254,0.206735,0.171155,0.028417,0.19138,0.840699,0.395295,0.079246,0.0,0.983475,0.0
140,"00:10:25,555 --> 00:10:29,445
","I've wanted to bring you here
for the moment to you open your eyes.

",0.120804,0.796305,0.045099,0.049026,0.050954,0.007756,0.514897,0.937387,0.401719,0.312538,0.0,0.0,0.0
141,"00:10:29,817 --> 00:10:31,722
","This is a secret place.

",0.17465,0.503721,0.150628,0.087601,0.180742,0.592214,0.317408,0.541338,0.691106,0.597639,0.0,0.0,0.0
142,"00:10:32,091 --> 00:10:33,908
","A place of chiefs.

",0.117099,0.56893,0.157684,0.080118,0.158817,0.557292,0.28877,0.610719,0.589148,0.578969,0.0,0.0,0.0
143,"00:10:34,170 --> 00:10:35,837
","There will come a time...

",0.637715,0.240292,0.133576,0.024566,0.031963,0.200731,0.393698,0.747051,0.469197,0.504391,0.0,0.0,0.0
144,"00:10:35,884 --> 00:10:38,670
","...When you will stand on this
picken' place...

",0.197478,0.299824,0.159203,0.069774,0.368373,0.030949,0.341862,0.582027,0.960105,0.313328,0.0,0.0,0.0
145,"00:10:38,670 --> 00:10:41,114
","...A stone on this mountain...

",0.185042,0.642492,0.098354,0.047737,0.097105,0.542405,0.21923,0.419636,0.490536,0.468941,0.0,0.0,0.0
146,"00:10:41,114 --> 00:10:42,114
","...Like i did.

",0.221858,0.257199,0.135306,0.413956,0.061395,0.211766,0.289762,0.575404,0.21133,0.320531,0.0,0.946222,0.0
147,"00:10:42,376 --> 00:10:43,813
","Like my father did.

",0.224185,0.668521,0.064366,0.092845,0.047589,0.160975,0.264575,0.596827,0.451501,0.570782,0.0,0.88939,0.0
148,"00:10:43,813 --> 00:10:47,452
","And his father and every chiefs
that is ever been.

",0.374468,0.417242,0.076811,0.068782,0.162813,0.813739,0.305661,0.665013,0.428348,0.663547,0.0,0.0,0.99091
149,"00:10:48,321 --> 00:10:52,360
","And you'll meet the day
when you at your stone.

",0.30171,0.435524,0.127023,0.190725,0.019758,0.078879,0.358694,0.840002,0.763946,0.680334,0.117548,0.0,0.0
150,"00:10:52,376 --> 00:10:55,876
","You will raise this whole island
higher!

",0.30959,0.402366,0.198765,0.075964,0.072173,0.275403,0.155822,0.653535,0.572541,0.664495,0.0,0.0,0.0
151,"00:10:56,122 --> 00:10:58,789
","You are the future of our people, Moana.

",0.152355,0.584243,0.160366,0.036543,0.118594,0.581941,0.516505,0.384027,0.688768,0.51584,0.0,0.0,0.0
152,"00:11:04,977 --> 00:11:07,710
","It's time to be
who they need you to be.

",0.422794,0.311434,0.105226,0.211652,0.050507,0.172021,0.465954,0.7549,0.271084,0.60323,0.0,0.0,0.0
153,"00:11:09,453 --> 00:11:12,061
","We make our nets from the fibers

",0.169873,0.640828,0.142658,0.040134,0.063706,0.27781,0.607073,0.650188,0.343715,0.875337,0.0,0.0,0.0
154,"00:11:12,061 --> 00:11:14,032
","The water is sweet inside

",0.120333,0.609005,0.196645,0.05056,0.075324,0.778867,0.260976,0.543449,0.584345,0.469125,0.0,0.0,0.0
155,"00:11:14,032 --> 00:11:16,165
","We use the leaves to build fires

",0.473482,0.259271,0.123565,0.033657,0.190687,0.157954,0.298329,0.494975,0.413282,0.743581,0.144719,0.0,0.0
156,"00:11:16,174 --> 00:11:17,908
","We cook up the meat inside

",0.396,0.349411,0.18429,0.055308,0.09809,0.73106,0.362004,0.575333,0.358676,0.530178,0.0,0.0,0.0
157,"00:11:17,912 --> 00:11:19,999
","The village believes in us
That's right!

",0.116087,0.483561,0.280283,0.072712,0.094264,0.39857,0.19818,0.649819,0.54944,0.707631,0.0,0.991679,0.0
158,"00:11:20,023 --> 00:11:21,999
","The village believes

",0.360023,0.490771,0.097106,0.041439,0.072964,0.208826,0.27398,0.593773,0.539856,0.399649,0.0,0.994446,0.0
159,"00:11:21,999 --> 00:11:24,205
","The island gives us what we need

",0.038689,0.302146,0.377353,0.15681,0.205639,0.580608,0.69864,0.796688,0.574784,0.671018,0.0,0.0,0.0
160,"00:11:24,221 --> 00:11:26,023
","And no one leaves

",0.668602,0.058684,0.151147,0.134387,0.081552,0.234414,0.287122,0.530267,0.4874,0.235294,0.0,0.0,0.0
161,"00:11:26,031 --> 00:11:28,158
","So here I'll stay

",0.376967,0.529153,0.109556,0.042904,0.025387,0.10314,0.351431,0.713509,0.606186,0.179237,0.0,0.0,0.0
162,"00:11:28,158 --> 00:11:30,134
","My home, my people beside me

",0.286313,0.355126,0.155303,0.190385,0.058396,0.016242,0.331161,0.621972,0.702061,0.042889,0.0,0.0,0.0
163,"00:11:30,206 --> 00:11:32,072
","And when I think of tomorrow

",0.266009,0.301416,0.317539,0.067971,0.169603,0.358921,0.540551,0.624495,0.085565,0.012802,0.989022,0.0,0.0
164,"00:11:32,079 --> 00:11:34,317
","There we are

",0.35189,0.281543,0.32391,0.046481,0.042858,0.502135,0.286398,0.599885,0.541934,0.364541,0.0,0.0,0.0
165,"00:11:34,317 --> 00:11:36,245
","I'll lead the way

",0.242346,0.541208,0.170933,0.085452,0.036985,0.592742,0.333503,0.67539,0.521958,0.832243,0.939594,0.0,0.0
166,"00:11:36,245 --> 00:11:38,312
","I'll have my people to guide me

",0.29593,0.175429,0.444211,0.095649,0.062858,0.237589,0.848378,0.745359,0.852615,0.210926,0.0,0.0,0.0
167,"00:11:38,325 --> 00:11:40,134
","We'll build our future together

",0.274581,0.645949,0.09813,0.016562,0.024636,0.224965,0.277975,0.605116,0.471086,0.485858,0.235443,0.0,0.0
168,"00:11:40,142 --> 00:11:42,166
","Where we are

",0.146239,0.441234,0.336974,0.108849,0.04384,0.441721,0.292162,0.602907,0.545896,0.424565,0.0,0.0,0.0
169,"00:11:42,155 --> 00:11:44,147
","'Cause every path leads you back to

",0.409789,0.101298,0.484893,0.028711,0.024345,0.363969,0.485661,0.686011,0.713508,0.838866,0.93884,0.0,0.92125
170,"00:11:44,172 --> 00:11:46,259
","Where you are

",0.064493,0.384359,0.260783,0.149561,0.219775,0.563593,0.33596,0.629605,0.607415,0.559852,0.0,0.0,0.0
171,"00:11:46,284 --> 00:11:48,217
","You can find happiness right

",0.023602,0.889635,0.005113,0.077695,0.026415,0.424281,0.429452,0.745626,0.613799,0.255467,0.882284,0.0,0.0
172,"00:11:48,261 --> 00:11:50,150
","Where you are

",0.064493,0.384359,0.260783,0.149561,0.219775,0.563593,0.33596,0.629605,0.607415,0.559852,0.0,0.0,0.0
173,"00:11:50,277 --> 00:11:53,323
","Where you are!

",0.045389,0.442387,0.24653,0.156533,0.197015,0.563593,0.33596,0.629605,0.607415,0.559852,0.0,0.0,0.0
174,"00:11:57,268 --> 00:12:00,800
","Every storm, this roof leaves
no mather how many fronts i add.

",0.40452,0.125379,0.35328,0.146617,0.099692,0.446731,0.081722,0.334993,0.5257,0.319091,0.0,0.0,0.971165
175,"00:12:00,823 --> 00:12:01,823
","Fixed!

",0.0,0.0,0.0,0.0,0.6875,0.282548,0.274434,0.599483,0.543322,0.291925,0.8152,0.0,0.0
176,"00:12:01,831 --> 00:12:03,090
","Not the fronts...

",0.213011,0.072197,0.296951,0.28652,0.233761,0.818296,0.25865,0.450016,0.487958,0.415846,0.0,0.0,0.0
177,"00:12:05,442 --> 00:12:07,132
","...Wind shift to the boost.

",0.118038,0.757397,0.164945,0.022379,0.031831,0.129524,0.275281,0.545873,0.521299,0.380766,0.0,0.0,0.0
178,"00:12:08,442 --> 00:12:10,132
","That's good work!

",0.075555,0.757584,0.08177,0.101983,0.039164,0.127876,0.324167,0.612578,0.542627,0.733292,0.0,0.0,0.0
179,"00:12:13,013 --> 00:12:15,045
","Ate me!
No, i wasn't.

",0.57574,0.110839,0.056677,0.151381,0.184193,0.036624,0.129092,0.593457,0.369315,0.109417,0.0,0.0,0.0
180,"00:12:15,053 --> 00:12:18,976
","What? They're going in
so i gotta... bye!

",0.583453,0.102734,0.170565,0.103633,0.147794,0.008371,0.136528,0.628301,0.137141,0.006711,0.0,0.0,0.0
181,"00:12:21,601 --> 00:12:25,569
","- You're doing great.
- Is it done yet? Aw! Aw!

",0.263531,0.580454,0.089412,0.091813,0.054921,0.047649,0.258671,0.812874,0.541327,0.090922,0.0,0.0,0.0
182,"00:12:26,331 --> 00:12:29,323
","- So close!
- Aw! My aw! Aw!

",0.424225,0.404633,0.069197,0.13635,0.01761,0.013615,0.131755,0.61448,0.456889,0.084149,0.802429,0.0,0.971165
183,"00:12:42,485 --> 00:12:45,683
","I've curious about that
chicken eating the rocks.

",0.342669,0.07004,0.306864,0.057719,0.332752,0.928156,0.110889,0.627524,0.26596,0.057136,0.908592,0.936899,0.0
184,"00:12:45,691 --> 00:12:50,881
","He needs selectives intelligence
required. Pretty much everything?

",0.181704,0.608355,0.142809,0.109975,0.024302,0.505576,0.120795,0.656649,0.515882,0.069158,0.908592,0.987926,0.0
185,"00:12:50,944 --> 00:12:54,158
","Should we maybe just...
cook him?

",0.415913,0.247072,0.194029,0.092278,0.143134,0.423686,0.295076,0.808739,0.079239,0.519456,0.0,0.999484,0.0
186,"00:12:54,174 --> 00:12:58,072
","Uhh... sometimes our shames like
beneath the service.

",0.409788,0.05594,0.109613,0.228366,0.278624,0.791852,0.13438,0.621991,0.593414,0.567442,0.0,0.99631,0.0
187,"00:12:59,801 --> 00:13:02,476
","Far beneath...
in some cases...

",0.522711,0.278172,0.118489,0.057944,0.104439,0.810496,0.126462,0.601272,0.404211,0.134731,0.0,0.99699,0.0
188,"00:13:02,491 --> 00:13:05,808
","But i'm sure there's more than
hey hey and miss the act.

",0.916719,0.017293,0.030202,0.049044,0.032631,0.550978,0.094896,0.771507,0.565241,0.180707,0.0,0.0,0.971165
189,"00:13:12,677 --> 00:13:17,304
","It's the harvest, this morning
i was husking the coconuts and...

",0.163844,0.748045,0.041004,0.066593,0.028761,0.684465,0.488442,0.235159,0.217815,0.757022,0.096699,0.0,0.0
190,"00:13:24,064 --> 00:13:27,334
","Well... we should clear the
desease trees.

",0.049588,0.53778,0.401376,0.032173,0.082064,0.657968,0.270373,0.48114,0.264133,0.67107,0.747663,0.0,0.989922
191,"00:13:27,517 --> 00:13:30,278
","And we will start a new grow...

",0.147572,0.646739,0.180842,0.06802,0.013045,0.589344,0.352517,0.474586,0.293204,0.181967,0.0,0.0,0.0
192,"00:13:30,668 --> 00:13:31,668
","...There!

",0.0,0.0,0.0,0.0,0.0,0.54536,0.274641,0.602172,0.540403,0.36044,0.0,0.0,0.0
193,"00:13:33,477 --> 00:13:37,743
","Thanks, Moana.
She's doing great!

",0.059033,0.873558,0.058988,0.046828,0.011467,0.261305,0.18777,0.776256,0.730813,0.431093,0.0,0.0,0.0
194,"00:13:41,439 --> 00:13:43,559
","- This suits you.
- Chief!

",0.142377,0.76889,0.037927,0.089901,0.058822,0.700653,0.213425,0.707006,0.710848,0.546591,0.98445,0.0,0.0
195,"00:13:44,962 --> 00:13:47,176
","There's something you need to see.

",0.122004,0.458462,0.352049,0.08359,0.074816,0.109779,0.402631,0.843729,0.502532,0.207585,0.0,0.946222,0.0
196,"00:13:47,272 --> 00:13:51,288
","Our traps in the east laggon
They boobing up recentless fish.

",0.428878,0.232952,0.173811,0.050554,0.207385,0.676054,0.128372,0.141555,0.64877,0.34791,0.0,0.0,0.0
197,"00:13:51,534 --> 00:13:53,788
","Then we'll...
roated the fishing grounds.

",0.424185,0.304875,0.199046,0.080302,0.053429,0.663665,0.114317,0.342095,0.386032,0.649349,0.802429,0.0,0.0
198,"00:13:53,804 --> 00:13:56,383
","Uhh... we have...
There's no fish.

",0.429929,0.350538,0.138262,0.110953,0.039992,0.110054,0.165145,0.578577,0.308879,0.257087,0.0,0.0,0.0
199,"00:13:57,550 --> 00:13:59,684
","Then we'll fish the far side of the alley.

",0.424765,0.204786,0.244641,0.073425,0.129102,0.946246,0.429191,0.377199,0.423546,0.864137,0.459587,0.0,0.0
200,"00:13:59,717 --> 00:14:02,265
","- We tried.
- The side?

",0.44233,0.049143,0.477042,0.043949,0.075128,0.488125,0.203005,0.539185,0.215704,0.774738,0.0,0.987926,0.0
201,"00:14:05,106 --> 00:14:07,039
","We've tried the whole lagoon.

",0.453987,0.195551,0.078488,0.238567,0.113273,0.203908,0.280767,0.471036,0.397998,0.350109,0.417844,0.822231,0.0
202,"00:14:07,241 --> 00:14:08,707
","They're just...
gone.

",0.556235,0.15185,0.131428,0.151238,0.08292,0.12717,0.123543,0.558877,0.276,0.026045,0.0,0.0,0.0
203,"00:14:19,982 --> 00:14:22,486
","I would talk to the consult
I'm sure we can...

",0.525986,0.144036,0.24164,0.109779,0.053558,0.467269,0.269835,0.911828,0.181664,0.312512,0.0,0.0,0.979426
204,"00:14:23,046 --> 00:14:25,379
","Why didn't we fish beyond the reef?

",0.175974,0.163346,0.405345,0.155143,0.212117,0.151905,0.275541,0.512474,0.66257,0.295198,0.0,0.0,0.0
205,"00:14:26,379 --> 00:14:29,252
","- No one goes beyond the reef.
- I know! But...

",0.642321,0.070432,0.143152,0.146226,0.068481,0.310429,0.04622,0.336161,0.299604,0.256427,0.0,0.920133,0.0
206,"00:14:29,355 --> 00:14:31,561
","- If there are no fish in the lagoon...
- Moana!

",0.4051,0.112761,0.219864,0.20523,0.16835,0.672526,0.117655,0.25578,0.558652,0.347812,0.883404,0.0,0.0
207,"00:14:31,586 --> 00:14:34,419
","- ...And there's a whole ocean
- We have one rule!

",0.662725,0.081288,0.144502,0.121815,0.06894,0.531704,0.203881,0.206554,0.094517,0.378061,0.802429,0.0,0.532529
208,"00:14:34,427 --> 00:14:35,990
","An old rule when there were fish!

",0.469303,0.067934,0.144726,0.182318,0.225466,0.694117,0.235052,0.435557,0.539263,0.626416,0.560098,0.0,0.091689
209,"00:14:36,014 --> 00:14:39,804
","A rule that keep us safe.
Instead of dangering our people...

",0.209519,0.069692,0.656608,0.047196,0.09556,0.674324,0.910652,0.724279,0.465249,0.931903,0.962247,0.0,0.469437
210,"00:14:39,839 --> 00:14:42,439
","So you can run right back
through the water.

",0.190325,0.189006,0.279044,0.274796,0.153513,0.131934,0.600427,0.626593,0.671069,0.734595,0.0,0.0,0.0
211,"00:14:48,955 --> 00:14:52,480
","Everytime i think you're pass this.

",0.370804,0.408771,0.097735,0.095254,0.098742,0.056927,0.178151,0.504692,0.276022,0.05349,0.0,0.0,0.0
212,"00:14:54,145 --> 00:14:56,597
","No one goes beyond the reef!

",0.485922,0.094519,0.213501,0.121643,0.145653,0.288175,0.224011,0.44118,0.702132,0.460433,0.0,0.0,0.0
213,"00:15:02,977 --> 00:15:05,561
","Well, it's like what you said
in front of your dad.

",0.406796,0.448801,0.075217,0.040711,0.124693,0.528045,0.43281,0.940885,0.75262,0.803249,0.0,0.884138,0.0
214,"00:15:06,787 --> 00:15:08,644
","Standing on the boat.

",0.197981,0.403554,0.270367,0.028539,0.192248,0.308086,0.261772,0.568213,0.547804,0.459049,0.0,0.0,0.0
215,"00:15:08,794 --> 00:15:13,183
","I didn't say, ""Go beyond the reef!""
Because i want to beyond the ocean.

",0.245414,0.096327,0.207084,0.298331,0.21873,0.1177,0.028905,0.522422,0.071597,0.058081,0.747663,0.0,0.0
216,"00:15:13,390 --> 00:15:15,009
","But you still to.

",0.867156,0.046444,0.015155,0.049739,0.072043,0.089486,0.547908,0.796002,0.308983,0.602481,0.0,0.0,0.0
217,"00:15:16,572 --> 00:15:19,175
","- He is hard on you beacuse...
- Beacuse he doesn't get me.

",0.743024,0.022855,0.061633,0.195153,0.086199,0.105235,0.09408,0.27342,0.250025,0.060853,0.0,0.0,0.0
218,"00:15:19,287 --> 00:15:21,795
","Beacuse he was you.

",0.367844,0.203734,0.126068,0.23513,0.137592,0.54268,0.344782,0.692225,0.53463,0.649871,0.0,0.0,0.0
219,"00:15:22,914 --> 00:15:26,541
","Drown to the ocean.
Dawn by the sure.

",0.590157,0.103561,0.20283,0.090666,0.06644,0.612337,0.147406,0.630756,0.344826,0.647148,0.0,0.0,0.986725
220,"00:15:29,088 --> 00:15:30,747
","He crossed the reef.

",0.183134,0.419548,0.282424,0.113215,0.079256,0.566391,0.292732,0.605776,0.592447,0.607285,0.0,0.0,0.0
221,"00:15:31,445 --> 00:15:34,026
","And founded unforgiving sea.

",0.239843,0.372952,0.164052,0.168982,0.098641,0.881379,0.315645,0.525133,0.620676,0.390782,0.982476,0.0,0.0
222,"00:15:34,223 --> 00:15:36,630
","Waste like mountains.

",0.238073,0.281098,0.130368,0.386747,0.060296,0.259723,0.270861,0.591601,0.541013,0.187289,0.0,0.946222,0.0
223,"00:15:37,239 --> 00:15:39,985
","His best friend beg to be on that boat.

",0.802683,0.140398,0.070151,0.025371,0.024668,0.238254,0.4973,0.84496,0.902161,0.922101,0.0,0.0,0.0
224,"00:15:40,795 --> 00:15:42,862
","Your dad couldn't save him.

",0.299258,0.466138,0.105575,0.136108,0.068071,0.004625,0.237499,0.687406,0.556399,0.438358,0.882284,0.0,0.0
225,"00:15:45,351 --> 00:15:47,993
","He is hoping he can save you.

",0.524965,0.255067,0.090117,0.143972,0.038807,0.374076,0.421455,0.696236,0.273252,0.62063,0.801827,0.91961,0.0
226,"00:15:49,994 --> 00:15:56,280
","Sometimes who we wish we were
What we wish we could do.

",0.346512,0.374511,0.176795,0.099276,0.037489,0.033139,0.213493,0.69863,0.327425,0.385206,0.0,0.994704,0.0
227,"00:15:57,097 --> 00:15:59,073
","It's just not meant to be.

",0.660373,0.12493,0.090324,0.147946,0.062552,0.278995,0.327216,0.616503,0.119003,0.474789,0.0,0.946222,0.0
228,"00:16:15,993 --> 00:16:19,048
","Okay, Pua.
I can do this.

",0.235691,0.341843,0.231657,0.168171,0.113008,0.103058,0.260781,0.754322,0.165745,0.113833,0.0,0.0,0.0
229,"00:16:20,405 --> 00:16:23,630
","There's more fish beyond the reef.

",0.094909,0.241964,0.223452,0.03872,0.479467,0.62569,0.193388,0.513917,0.651982,0.123556,0.0,0.0,0.0
230,"00:16:24,945 --> 00:16:26,878
","There's more beyond the reef.

",0.130664,0.351986,0.239745,0.058328,0.29105,0.577717,0.152146,0.510226,0.638522,0.068787,0.0,0.0,0.0
231,"00:16:35,328 --> 00:16:36,328
","Not so bad.

",0.214947,0.528231,0.065001,0.262798,0.034183,0.038844,0.236453,0.567817,0.459139,0.036607,0.842108,0.85813,0.0
232,"00:16:45,818 --> 00:16:46,818
","Pua!

",0.0,0.0,0.0,0.0,0.0,0.291015,0.274434,0.599483,0.543326,0.289115,0.0,0.0,0.0
233,"00:17:38,219 --> 00:17:40,092
","Whatever just happened...

",0.303912,0.557207,0.091092,0.093331,0.025805,0.291327,0.265879,0.632858,0.418397,0.237129,0.0,0.994446,0.0
234,"00:17:41,068 --> 00:17:42,602
","...Blame it on the beg.

",0.686692,0.035334,0.016443,0.282712,0.069393,0.271825,0.18866,0.337982,0.288523,0.501616,0.0,0.0,0.0
235,"00:17:42,997 --> 00:17:43,997
","Grandma!

",0.0,0.0,0.0,0.0,0.0,0.280152,0.274434,0.599483,0.543326,0.291577,0.0,0.0,0.0
236,"00:17:48,608 --> 00:17:50,195
","Are you gonna tell dad?

",0.294436,0.104547,0.372962,0.231525,0.102339,0.129512,0.48241,0.795023,0.8215,0.500663,0.0,0.0,0.0
237,"00:17:50,219 --> 00:17:53,352
","I miss mom.
I don't have to tell her anything.

",0.809712,0.015224,0.07301,0.086209,0.08793,0.003539,0.163173,0.833216,0.280273,0.092782,0.0,0.751891,0.0
238,"00:17:57,630 --> 00:17:58,995
","He was right...

",0.223088,0.619769,0.041139,0.065464,0.146203,0.495511,0.277153,0.610154,0.521612,0.451426,0.0,0.0,0.0
239,"00:17:59,654 --> 00:18:01,320
","...About going out there.

",0.703731,0.090237,0.123929,0.104805,0.045931,0.596879,0.282644,0.620762,0.695139,0.122643,0.0,0.88939,0.0
240,"00:18:04,162 --> 00:18:07,029
","It's time to put my stone
on the mountain.

",0.215306,0.53453,0.153788,0.118877,0.080333,0.131052,0.099633,0.069901,0.150833,0.761222,0.0,0.0,0.0
241,"00:18:09,249 --> 00:18:12,543
","Okay!
Well, then head on back!

",0.375261,0.250493,0.212376,0.171538,0.041185,0.284609,0.203168,0.682798,0.48332,0.492317,0.802429,0.0,0.0
242,"00:18:13,106 --> 00:18:14,706
","Put that stone up there.

",0.432609,0.290847,0.095131,0.113818,0.155894,0.936919,0.189578,0.396862,0.542749,0.53667,0.235443,0.0,0.0
243,"00:18:19,591 --> 00:18:21,693
","Why don't you try talk to me out of it?

",0.403536,0.020905,0.24703,0.201052,0.303163,0.178243,0.779585,0.622285,0.563706,0.083797,0.0,0.497569,0.0
244,"00:18:21,734 --> 00:18:24,019
","You said that's what you wanted.

",0.556884,0.410098,0.03993,0.026587,0.052164,0.392169,0.523476,0.764462,0.546738,0.851295,0.0,0.0,0.0
245,"00:18:25,234 --> 00:18:26,234
","It is.

",0.221564,0.367883,0.221499,0.107566,0.135933,0.65436,0.281385,0.57778,0.498605,0.36523,0.0,0.0,0.0
246,"00:18:30,027 --> 00:18:31,352
","When i die...

",0.869471,0.012105,0.061173,0.069171,0.060943,0.22597,0.266332,0.585218,0.475192,0.114987,0.0,0.0,0.0
247,"00:18:32,249 --> 00:18:35,424
","...I'm going to come back
one of these.

",0.458941,0.200086,0.241569,0.163832,0.059566,0.115741,0.242104,0.68071,0.187942,0.001633,0.0,0.0,0.0
248,"00:18:36,099 --> 00:18:38,862
","Or i choose the wrong tattoo.

",0.247741,0.132804,0.472553,0.13698,0.11729,0.777856,0.053143,0.34908,0.213962,0.167468,0.842108,0.946222,0.0
249,"00:18:38,948 --> 00:18:40,797
","Why are you acting weird?

",0.422124,0.050822,0.368881,0.182685,0.079627,0.319046,0.263602,0.59688,0.608497,0.040418,0.0,0.0,0.0
250,"00:18:41,043 --> 00:18:44,788
","I'm the village crazy lady.
That's my job.

",0.400093,0.521143,0.060025,0.037853,0.035068,0.25043,0.045252,0.683536,0.821688,0.339432,0.0,0.0,0.0
251,"00:18:45,210 --> 00:18:48,819
","If there's something you want to tell me.
Just tell me.

",0.241202,0.106048,0.217641,0.483424,0.032534,0.399134,0.3555,0.771365,0.532563,0.028057,0.0,0.0,0.0
252,"00:18:49,940 --> 00:18:51,839
","Is there something
you want to tell me?

",0.150622,0.154507,0.480873,0.246887,0.048904,0.61834,0.426513,0.850417,0.554669,0.120821,0.0,0.936899,0.0
